Zero_Crossings,Duration,Amp_range,Avg_amp,Freq_range,Pulses_per_Sec,Partials,MFCC,Spectral Rolloff,Melspectrogram,Spectral Contrast,Chroma_StFt,Tonnetz,Sex,Age,Species,Call
-0.6988332813363085,-0.6038843487691835,0.15907608233366355,-0.3162013719966423,-0.7608414056243016,-0.6194003656707807,-0.3674115768795728,0.788262492423193,-0.7147377320030104,0.0852668136358261,17.427560424114706,0.8059095144271851,0.0148772163153666,Unknown,Adult,A. jubatus,
-0.4359810569943545,-0.054575009908413394,1.0794246099800917,-0.4821167643315588,-0.3493798366466154,-0.6216478053795367,-0.2690243240772349,0.4149773865338506,-0.07247040227252094,0.1204791665077209,17.879157704303875,0.7270808815956116,0.0060894141993967,Unknown,Adult,A. jubatus,
0.17039442580512668,2.417317014965052,0.15924055266767298,0.00487900340332536,1.8816317036422447,-0.6592780138363995,0.5180736983414681,0.8499798287670144,-0.2703600701267263,0.2000098675489425,18.080635080442143,0.7194278240203857,-0.0194169097501397,Unknown,Adult,A. jubatus,growl
-0.32695163006052397,0.7693889983827417,2.437606897495805,0.2842640105450887,1.8634487439013683,-0.5635354357674179,0.7148482039461439,1.2616810784206611,-0.6089412636277348,0.3023092448711395,18.00298261426716,0.7648442983627319,-0.0150890686560715,Unknown,Adult,A. jubatus,growl
-0.4866824259724511,0.22007965952197164,-0.09217658064964798,0.20796991839774145,1.8260194347740797,-0.5987239203502257,0.2229119399344545,1.17076168884421,-0.8261062244961669,0.2002881914377212,18.342247486269688,0.7473251223564148,-0.010877977867741,Unknown,Adult,A. jubatus,growl
-0.7214985119599916,-0.6038843487691835,-0.8040766705979666,-0.5146552596304697,-1.1809430154719627,-0.8156767669021355,-0.6625733352865865,0.38681933407978886,-0.6205665319081325,0.0364859923720359,17.781471887981827,0.7709574103355408,0.0208121704173312,Unknown,Adult,A. jubatus,growl
-0.3894689960462278,-0.8785390181995685,-0.9684268731075663,-0.9163544176650142,-1.2283817304372981,-0.5205130184855179,-0.7609605880889244,-0.49356944844089373,0.8808260212928394,0.0026393295265734,16.508609548691737,0.8259636759757996,-0.0102227411621527,Group,Adult,A. jubatus,growl
0.8816100275084686,0.22007965952197164,1.1258756888147714,-0.489410885534438,1.9122242199069641,0.11596190703417329,1.8954952375741985,-0.22794751130463353,0.8372096571796316,0.1140690892934799,16.64559272405522,0.8017240166664124,-0.016103200198295,Group,Adult,A. jubatus,hiss
-0.5802436386417776,-0.6038843487691835,-0.45242233105813756,-0.1434156119183873,-0.6874825680490405,-0.35195504032882,-0.4657988296819107,-0.10155992047833613,-0.3155337316008103,0.1185036152601242,19.04939041556079,0.5926916003227234,0.0126320872473032,Group,Adult,A. jubatus,growl
-0.2504699039749207,-0.054575009908413394,-0.21373776864374547,0.28472939848636325,0.876935398153164,-0.03431689482464263,0.026137434329778716,0.11501950884475548,-0.17403958473653686,0.2404868751764297,19.512083089077425,0.5898342132568359,0.013320410508804,Group,Adult,A. jubatus,growl
-0.1522897106571659,0.22007965952197164,0.25148303803546845,0.8553733791378932,0.9500823101976522,0.13753732823823075,-0.2690243240772349,0.09141422907875453,-0.3162884335063326,0.4472692906856537,19.83527439796531,0.5862701535224915,-0.0012931340746032,Group,Adult,A. jubatus,growl
-0.33242995594586916,-0.6038843487691835,0.22206961323253135,-0.554581788497079,-0.2569477013017866,-0.043306653659666516,-0.5641860824842486,0.045332753499084597,0.2913733318677942,0.0631196126341819,17.717356155956317,0.7381278276443481,0.0057754836194825,Group,Adult,A. jubatus,growl
-0.40225175644536654,-0.8785390181995685,0.9343613773912728,-0.37086238569046337,1.7972627704445772,0.08629570287859453,-0.7609605880889244,-0.324894257210891,0.6822489504434213,0.167409673333168,16.834338877120455,0.8119388818740845,-0.0097265760350875,Group,Adult,A. jubatus,hiss
-0.21888896651822495,-0.32922967933879843,-0.7915565032313508,-0.6796231283777788,-0.5298969169614429,-0.38616606700654976,-0.5641860824842486,-0.3556247839227203,0.27874098301990197,0.0191633775830268,18.129692761007195,0.7291235327720642,-0.0007997169709263,Group,Adult,A. jubatus,growl
0.23130051947161132,0.22007965952197164,-0.2876904165838453,-0.6231200236478036,-0.12447794260477082,-0.14773768545986074,-0.5641860824842486,-0.23200884541818775,0.2403647441973554,0.0261789001524448,18.32860662366663,0.6970021724700928,-0.0019243906653316,Group,Adult,A. jubatus,growl
-0.12844288033272216,-0.32922967933879843,0.26687379976925124,-0.060657114311440594,0.7993652199022862,0.25360510341931686,0.026137434329778716,0.0705928493248491,0.3974263907878297,0.1753860563039779,18.36107614989094,0.6594440937042236,0.0010703443691504,Group,Adult,A. jubatus,growl
1.1530557042195915,2.417317014965052,0.8555696401017733,1.4947333501773574,1.6097901855300214,0.3072363142470662,2.0922697431788744,0.42723579359327035,-0.08167633067132045,0.8944219350814819,19.67151401378077,0.5906702280044556,-0.008086154391309,Group,Adult,A. jubatus,growl
-0.20266882517141863,-0.32922967933879843,0.4388530552350296,-0.19945301566586882,-0.09126540814106773,-0.10149037056412674,-0.3674115768795728,-0.03861628414018547,-0.08126881092522727,0.1349399834871292,18.0747343932989,0.6581279039382935,-0.0114916602670577,Group,Adult,A. jubatus,growl
-0.49785391405237067,-0.8785390181995685,0.38175428836423103,-0.5267260245763155,0.6127620730626965,0.4443877631403794,-0.5641860824842486,-0.1363600484946924,0.7849492643131258,0.0745859369635582,16.662438561647644,0.7634299397468567,-0.0020864139843295,Group,Adult,A. jubatus,hiss
1.3581169613788846,0.7693889983827417,0.3030040417760523,-0.3146633483283984,0.5764785591127736,0.4157061516191126,0.6164609511438061,-0.5274796286586187,-0.05962540309321819,0.1148310005664825,18.629308294744828,0.5206275582313538,0.0016024279427348,Pair,Adult,A. jubatus,
-0.49001238876550407,-0.8785390181995685,-0.7210931287490852,-0.6148754049657669,-0.08854841415679861,0.667633440876806,-0.5641860824842486,-0.5727227498351741,-0.07794154850429233,0.0234328284859657,17.87549248313773,0.551332414150238,-0.0063332644204051,Pair,Adult,A. jubatus,
1.0054631597791155,1.3186983372435117,-0.2678304993795784,-0.9011595535559934,-0.5437716995744428,-0.745589943392042,-0.7609605880889244,-0.4650102841285121,0.20423512306129818,0.0077641340903937,16.906576621372587,0.7745371460914612,-0.015550175735904,Pair,Adult,A. jubatus,growl
-0.3072941077660501,-0.6038843487691835,-0.6226919109345104,-0.7861052980264611,-0.2307015394137488,-0.37517858398596504,-0.4657988296819107,-0.42884147671773576,0.48351767491852327,0.017246289178729,17.2640738540572,0.77581787109375,-0.0034997101469375,Pair,Adult,A. jubatus,growl
-0.6750938691664794,-0.8785390181995685,-0.0177803702479545,0.6305251605006862,-0.2238547145733911,0.30804308747585046,0.5180736983414681,0.04215065045512257,-0.6297244285407356,0.4223534762859344,18.84242764422301,0.5827188491821289,-0.0057009733699529,Pair,Adult,A. jubatus,growl
0.28543926939737546,0.22007965952197164,-0.1761920668839982,-0.5397155654914296,0.23723003253298286,-0.3203410550923193,-0.2690243240772349,-0.3043694246591099,0.11573738216703049,0.0643355250358581,17.62479520550029,0.7130852937698364,-0.0117765425044588,Pair,Adult,A. jubatus,growl
0.8057728103505529,1.0440436678131269,0.1753382482932515,-0.6070697222422455,-0.010502761958673725,-0.45777199328274704,-0.4657988296819107,-0.4903337617517363,0.011325526765768834,0.0639484450221061,17.342058531076106,0.708079993724823,-0.0051193072524011,Pair,Adult,A. jubatus,growl
0.3597726323906865,0.4947343289523567,0.20248222128225898,-0.5340723714887484,-0.1037635804687047,-0.42112624025386497,0.1245246871321166,-0.3585216688781133,-0.018919857810520233,0.0684635564684867,17.748616112004857,0.706177830696106,0.0025638551475661,Pair,Adult,A. jubatus,growl
-0.4183644796375583,-0.6038843487691835,-0.5345955605052191,-0.41122174621187013,-0.26232734939063906,0.09528546171361843,-0.07224981847255917,-0.20327407984569426,-0.20638872577656067,0.0621461980044841,18.07339742479652,0.7024542093276978,0.0135504284708657,Pair,Adult,A. jubatus,growl
-0.577343348467183,-0.8785390181995685,-0.8701744919904424,-0.8856447743674992,-0.98026583979386,-0.6373798833408285,-0.7609605880889244,-0.6089307498550077,0.12179205741122591,0.0064888671040534,17.089107879744724,0.7552216053009033,0.0064148979010005,Pair,Adult,A. jubatus,growl
-0.26765680871325853,-0.6038843487691835,0.3047984897336222,0.6415282462054791,0.757849551822657,1.1410940728547307,0.5180736983414681,0.03122953808365124,-0.06992822278193309,0.3626632690429687,18.59617985309984,0.6476524472236633,-0.0154710947536985,Pair,Adult,A. jubatus,growl
2.6475644893726797,3.2412810232562075,0.44112330303363645,-0.36961408166771476,0.8786878592730175,0.09491088842882577,-0.2690243240772349,-0.47154626407331973,-0.2116430362414816,0.0890986397862434,18.162509194094007,0.6388304233551025,-0.0014767878069333,Pair,Adult,A. jubatus,growl
0.26803752834980843,0.22007965952197164,0.19166389403087844,-0.3406037695684319,0.18480291661252962,0.1920751985040423,-0.17063707127489705,-0.3350786710089899,-0.29155143348140994,0.0958308354020118,17.98432714747519,0.6470282077789307,-0.0072706843974522,Pair,Adult,A. jubatus,growl
-0.08783881788839908,-0.6038843487691835,0.006356273130985516,-0.18076549853525242,0.36317900566775296,1.0796640541487341,1.3051717207601712,-0.25201621305351024,0.024769400170618273,0.0924590975046157,17.942301019398776,0.6515206694602966,-0.0089733817731066,Pair,Adult,A. jubatus,
-0.6777793230318447,-0.8785390181995685,1.329163210608519,0.5683155230952984,1.7529214286213084,0.11476327252283684,-0.7609605880889244,1.4430314426476072,0.06130527345418126,0.4379060566425323,17.922744020076177,0.8230679035186768,-0.0204542452626328,Female,Adult,A. jubatus,hiss
-0.523204598541419,-0.32922967933879843,0.8356811669471974,-0.6052036313795194,-0.5139209923339417,-0.7347689373869206,-0.5641860824842486,0.4661268032761029,0.15559312918154466,0.0848432928323745,16.83029886897942,0.8429745435714722,0.0167790187243361,Female,Adult,A. jubatus,growl
-0.7220356027330647,-0.8785390181995685,-0.9456312773514775,-0.761872334012889,-1.320650846143071,-0.8141784737629649,-0.7609605880889244,0.3789186552399185,0.1398340044423904,0.0114898793399333,17.30509293971769,0.8414385318756104,-0.0020459869462721,Female,Adult,A. jubatus,hiss
-0.6012975969462414,-0.054575009908413394,-0.9397930779845597,-0.6382642272533492,-1.203928784578878,-0.8666187336339376,-0.5641860824842486,0.5106496071651028,-0.09820832137359639,0.0205672942101955,17.150333946945555,0.8516220450401306,-0.0226288394501214,Female,Adult,A. jubatus,growl
-0.5111737652245825,-0.6038843487691835,1.2857510022767566,-0.4943179631174565,1.6480998007082133,-0.3085045392928712,-0.5641860824842486,0.7629209494567315,0.3752500405237286,0.0878891423344612,17.203472196161044,0.8174759745597839,0.0072911052422594,Female,Adult,A. jubatus,hiss
-0.5923818901132287,-0.32922967933879843,-0.9059548489823939,-0.8184239340445919,-1.2594641416173349,-0.9015789068812528,-0.5641860824842486,0.28050632008950194,0.16267824092494657,0.008898340165615,17.028704321010387,0.8316196799278259,-0.000514080525695,Female,Adult,A. jubatus,growl
-0.6200957740037985,-0.6038843487691835,-0.7854089891936213,-0.7761846305866441,-1.2813631131305423,-0.8254156723067447,-0.7609605880889244,0.24128645992129863,0.11508016597589195,0.0146809983998537,17.184287910851364,0.808918297290802,-0.0037001413171445,Female,Adult,A. jubatus,growl
-0.6634927084681014,-0.8785390181995685,1.7144585988211587,0.8920724530664836,1.7447704466685015,0.4099270209394545,2.1906569959812123,0.9152293224540529,0.2929592471940673,0.8944780826568604,16.990970649026238,0.8291977643966675,0.0120364435497902,Female,Adult,A. jubatus,hiss
-0.552207500287364,-0.6038843487691835,-0.931602370777509,-0.8752106932465058,-1.265224168863985,-0.8478900693943046,-0.6625733352865865,-0.017716978456552995,0.5767530121553154,0.0057181515730917,17.318921285919664,0.7912619709968567,0.0237134846047172,Female,Adult,A. jubatus,growl
-0.5512407368958325,-0.6038843487691835,-1.0939996062247204,-1.016127784707169,-1.4187886688548645,-0.9707501068062976,-0.7609605880889244,-1.234172279298359,-0.2268022343685558,0.0003519794263411,16.736628146523977,0.8454002737998962,-0.0066492486303374,Pair,Adult,Domestic Cat,hiss
-0.5021506402369551,-0.32922967933879843,-1.0798634780272265,-1.0179338531775552,-1.3843371851343345,-0.9719986844222732,-0.7609605880889244,-1.2640247997096288,-0.730554714172792,0.0003374055668246,16.31172281758858,0.8022746443748474,0.0094920969174711,Pair,Adult,Domestic Cat,growl
-0.536202195249787,-0.6038843487691835,-1.1038055529015356,-1.0232060444264663,-1.4222120812750434,-0.9737466930846389,-0.7609605880889244,-1.3203862210719748,0.015059823017978398,0.0002239169407403,16.698427299452167,0.8328559994697571,0.0055462725484578,Pair,Adult,Domestic Cat,hiss
-0.4942016967954739,-0.32922967933879843,-1.0849354799556488,-1.018229644518309,-1.3839024660968515,-0.9734969775614439,-0.7609605880889244,-1.3259589201722979,-0.7646102236576526,0.0002926760644186,16.49263580764326,0.8266432285308838,0.0046424384464799,Pair,Adult,Domestic Cat,growl
-0.5167595092645423,-0.6038843487691835,-1.0896181583159,-1.018160550452392,-1.3886300356294794,-0.9729975465150537,-0.7609605880889244,-1.3234251792352003,-0.08683224565610699,0.0002904593129642,16.85659768170031,0.8328977823257446,0.0077299918672097,Pair,Adult,Domestic Cat,hiss
-0.5976453796893446,-0.6038843487691835,-1.1154726889855486,-1.021233535854496,-1.4191147081329767,-0.9744958396542243,-0.7609605880889244,-1.359294989905787,-0.5595599718466678,0.0002452461631037,16.559778308939613,0.7735905051231384,0.0107712290718718,Pair,Adult,Domestic Cat,growl
-0.4976390777431415,-0.32922967933879843,-1.0665585941411007,-1.0149040283331188,-1.3692306985817992,-0.9685026670975416,-0.7609605880889244,-1.2109684175829363,-0.7163453464222127,0.0004165571299381,16.242647223964703,0.8143291473388672,0.0027376748894365,Pair,Adult,Domestic Cat,growl
-0.5987195612354907,-0.6038843487691835,-1.0334681989621732,-1.0102884932085185,-1.38439152501402,-0.967004373958371,-0.7609605880889244,-1.2220277757590117,-0.6015568176032657,0.0006318636005744,16.502673307191227,0.823600709438324,0.0054533922689509,Pair,Adult,Domestic Cat,growl
-0.23994292482268878,0.22007965952197164,-1.0597364395586906,-1.0196023954678424,-1.3293234909408573,-0.9729975465150537,-0.7609605880889244,-1.359621390853091,-0.6772130433937754,0.0002909031463786,16.19782685393196,0.8177061676979065,0.0049020931917631,Pair,Adult,Domestic Cat,growl
-0.46713232183259185,-0.32922967933879843,-1.0764559422459736,-1.020787497773394,-1.4149848772768878,-0.9724981154686634,-0.7609605880889244,-1.3969290803684642,-0.7374441045973156,0.0002730572305154,16.211141344265638,0.8114609122276306,0.0057796412330223,Pair,Adult,Domestic Cat,growl
-0.6025866148016168,-0.6038843487691835,-1.0871549028888647,-1.0251393934988107,-1.4227011401922118,-0.9737466930846389,-0.7609605880889244,-1.3954660937584995,-0.6530292747979815,0.0002294551522936,16.471613711736566,0.7885748744010925,0.0187208917677176,Pair,Adult,Domestic Cat,growl
-0.3607883487641266,-0.054575009908413394,-1.09707082293311,-1.0181617765304882,-1.3439626545280983,-0.9726229732302609,-0.7609605880889244,-1.3268125841883254,-0.8289593204913341,0.0002905860892497,16.264725717545684,0.8202020525932312,-0.0022428909308585,Pair,Adult,Domestic Cat,growl
-0.4632652682664658,-0.32922967933879843,-1.0662746017328446,-1.0218593574190207,-1.3023926465687838,-0.9724981154686634,-0.7609605880889244,-1.386146826186113,-0.43301916521368305,0.0002760741917882,16.46078250791576,0.7967790365219116,0.0095896658220955,Pair,Adult,Domestic Cat,growl
-0.31782108691828204,-0.054575009908413394,-1.1098407895693114,-1.02401330598418,-1.3043488822374574,-0.9744958396542243,-0.7609605880889244,-1.4313775465762089,-0.5883171305874494,0.0002114606759278,16.301186191562138,0.7981367707252502,0.0077573664085137,Pair,Adult,Domestic Cat,growl
-0.4650913768949142,-0.32922967933879843,-1.0773781153694975,-1.0210996911695334,-1.306413797665502,-0.973996408607834,-0.7609605880889244,-1.4063013192015292,-0.7080467625017636,0.0002574740501586,16.541402659139614,0.7745281457901001,0.002197701597191,Pair,Adult,Domestic Cat,growl
-0.3480055883649878,-0.054575009908413394,-1.0727262441037222,-1.0259945894927385,-1.3931945855230512,-0.9733721197998463,-0.7609605880889244,-1.5028229171571927,-0.5779043038882713,0.0002198593720095,16.293921471394636,0.8194195628166199,0.0088729505221151,Pair,Adult,Domestic Cat,growl
-0.4064410644753364,-0.32922967933879843,-1.0954039719412225,-1.0215987701716933,-1.4196581069298306,-0.9734969775614439,-0.7609605880889244,-1.4208423895462736,-0.3240023905983537,0.0002489603648427,16.486288107785835,0.8220102190971375,0.0094680041745429,Pair,Adult,Domestic Cat,hiss
-0.3577806404349175,-0.054575009908413394,-1.0939233347241673,-1.0212729790477242,-1.3202432970454305,-0.9741212663694316,-0.7609605880889244,-1.4429537572842264,-0.7910436888098641,0.0002420790988253,16.667953824199294,0.7740527987480164,0.0100170585954898,Pair,Adult,Domestic Cat,growl
-0.313416942579083,-0.32922967933879843,-1.116693856962912,-1.02477510482695,-1.3669484236350133,-0.9744958396542243,-0.7609605880889244,-1.3789424285415253,0.1375084793171702,0.0001954242034116,16.369157546104603,0.8243345618247986,0.0159644755630575,Pair,Adult,Domestic Cat,hiss
-0.400747902280762,-0.054575009908413394,-1.0890527728868507,-1.0184238344193637,-1.3035337840421768,-0.9726229732302609,-0.7609605880889244,-1.3229646660787782,-0.6622952637751123,0.0002836899948306,16.566591943344044,0.8057591915130615,0.0091634008699077,Pair,Adult,Domestic Cat,growl
-0.5056954393392373,-0.6038843487691835,-1.1118342368055971,-1.017681346306616,-1.385858701765525,-0.9744958396542243,-0.7609605880889244,-1.2647137322907127,0.1938096289123552,0.0002781588700599,16.88974695658311,0.8307161927223206,0.0011853119080561,Pair,Adult,Domestic Cat,hiss
-0.35949933090875125,-0.054575009908413394,-0.9062225983283227,-0.9910735472806135,-1.2679139929084111,-0.9636332143952371,-0.7609605880889244,-1.1902731890394338,-0.45003832179412784,0.0013631649781018,17.012315963647556,0.7012706398963928,0.0154365005214636,Pair,Adult,Domestic Cat,growl
2.483322130966939,-0.054575009908413394,0.22759295091041523,0.08243934726980735,1.9826976098709312,2.8113163497452107,5.437436338458363,-0.1627378991592333,1.5602255264409661,0.0937360003590583,17.24114547192849,0.7926357388496399,0.011757584841368,Female,Adult,Domestic Cat,hiss
0.4106888376780123,-0.6038843487691835,-0.5570974006034908,-0.80239254554584,0.2115707413455469,0.36123249391640844,-0.4657988296819107,-0.33345370869440666,1.2088113899349742,0.0074696685187518,18.213074468243505,0.7375799417495728,0.0062296335101624,Female,Adult,Domestic Cat,call
0.8312309129942158,-0.6038843487691835,-0.12683116656225848,-0.6072863989373259,1.8561128601438421,1.7898550021156214,1.1083972151554953,-0.2611634005767551,1.5211556188210913,0.0154675394296646,16.78570180101093,0.8426694869995117,0.0015946841058154,Female,Adult,Domestic Cat,hiss
0.0876824467518759,-0.8785390181995685,-0.7699480315610822,-0.747750131717612,0.9805343787733382,3.1308273616733513,-0.6625733352865865,-0.030044125677952026,1.508130641145631,0.0044090286828577,17.963376800041587,0.728546142578125,0.0269761605795854,Female,Adult,Domestic Cat,call
1.4008693869155,0.22007965952197164,-1.0260964604902907,-0.9636519128313591,-1.1455677537967814,-0.8989818654400237,-0.7609605880889244,-0.3591871777514404,1.1307553908087138,0.0012217392213642,17.626193004346952,0.7479671835899353,0.0211906898617297,Female,Adult,Domestic Cat,
3.6686814671391756,0.4947343289523567,-0.3734045838692412,-0.7794503548133325,1.2074033764597933,1.7139414830643085,-0.6625733352865865,-0.12328916027798102,1.3835133179653722,0.006668749731034,17.79075089602203,0.7509946227073669,0.0056716047983842,Female,Adult,Domestic Cat,call
1.6444937615814386,0.4947343289523567,-0.9429378393241185,-0.962084906763852,-0.9230459464851564,-0.9285481833863245,-0.7609605880889244,-0.354566430382046,1.202715182890774,0.0013115887995809,17.06326836087883,0.7964819073677063,0.0205033568991538,Female,Adult,Domestic Cat,growl
0.0013182504417283652,-0.6038843487691835,-1.0455018642250162,-0.947028987302941,-0.6791685664571776,-0.620149512240366,-0.7609605880889244,-0.4178225359197505,1.0972097441082496,0.0014263212215155,17.2132921759755,0.7327562570571899,0.0045847518215331,Female,Adult,Domestic Cat,call
0.05556441852210711,-0.6038843487691835,-0.977552091200644,-0.9134451430363963,-0.9163621412838548,-0.5302519238901271,-0.6625733352865865,-0.1798437889552886,1.2245455842365407,0.0024454381782561,18.02578229168373,0.7602792978286743,0.0153878210451054,Female,Adult,Domestic Cat,call
0.29145468605579367,-0.6038843487691835,-0.9953918490421981,-0.9369653904612028,-0.07192041097307278,-0.31374856527996847,-0.7609605880889244,-0.4877374044978247,1.1979904756383577,0.0012743487022817,17.171243836090756,0.7513065338134766,0.0215069312555403,Female,Adult,Domestic Cat,call
0.32239111458480174,-0.6038843487691835,-0.8805613955465617,-0.8711189575975948,-0.03947950280090182,0.14248169559749382,-0.7609605880889244,-0.1934995043852757,0.998066772579791,0.0030224015936255,17.98694132207535,0.6916266679763794,0.0088612531963686,Female,Adult,Domestic Cat,call
0.3418338005700464,-0.6038843487691835,-0.8660295012799121,-0.8846569336799364,0.35258272912910416,0.15896292012837096,-0.7609605880889244,-0.1482361745196752,1.240396761395368,0.0027281390503048,17.449427587835668,0.7109485864639282,-0.0051570834039717,Female,Adult,Domestic Cat,call
0.34978274401152765,-0.6038843487691835,-0.883471838896652,-0.8667585543249627,0.2855816574770324,0.3320157777025808,-0.7609605880889244,-0.19971551342020213,1.133649904144963,0.0030685795936733,17.428957980464695,0.7814762592315674,-0.0058997652545024,Female,Adult,Domestic Cat,call
0.8427246555379793,-0.6038843487691835,0.13640524473852797,0.7918629511325271,1.9578371149148708,3.7863306100605096,4.15840205202797,-0.04432508569930503,1.4341788644477476,0.1472949832677841,17.616175183366877,0.6995857954025269,-0.002622714785121,Female,Adult,Domestic Cat,hiss
5.193267335584355,2.966626353825822,-0.5511986069029908,-0.8719596036966714,0.6016332657031309,-0.20816884207307695,-0.7609605880889244,-0.2194577185598719,0.8936245319438263,0.0043334756046533,18.29815856153901,0.6537575721740723,0.0015859054794934,Female,Adult,Domestic Cat,growl/hiss
0.8330570216226643,-0.32922967933879843,-0.7495095081197618,-0.767399259290558,0.6198262574217954,0.8329451172319674,-0.5641860824842486,-0.1828888709636795,1.090827879310611,0.0067426310852169,18.52159521699804,0.6425525546073914,0.0134259429908646,Female,Adult,Domestic Cat,call
3.573723818459859,1.0440436678131269,-0.03668351386974357,-0.6784309109062479,1.9313464235682487,0.6784960661357932,-0.7609605880889244,-0.23092109742072084,1.1302614702533504,0.0181169956922531,18.99694302658412,0.626708984375,0.0059484555279399,Female,Adult,Domestic Cat,call
5.3958579751875115,3.2412810232562075,-0.8182262932231975,-0.9511619661320715,0.30196513120217405,-0.772881769114574,-0.7609605880889244,-0.36191014550414224,1.0663275413442164,0.001545644365251,17.620544119990928,0.7461408376693726,0.0107665305445005,Female,Adult,Domestic Cat,call
1.4220307633745783,-0.32922967933879843,-0.08501689747078296,-0.3346468560936776,1.9516967085104227,2.2053816327122804,1.6987207319695228,-0.08968746876045249,1.475772569280862,0.0433615446090698,17.993132600099347,0.7100315093994141,0.0029757310856694,Female,Adult,Domestic Cat,call
4.2169437282921525,1.8680076761042819,-0.707141955053789,-0.8476943833944542,0.8704516625088862,0.16584144772183626,-0.7609605880889244,-0.20061541246722686,1.2607765818860635,0.0046414667740464,19.17111210619132,0.5975863933563232,0.0082719982681756,Female,Adult,Domestic Cat,call
6.4137524083155695,3.2412810232562075,-0.6750063621515366,-0.9103165830358934,0.8597164487778598,-0.37620866051914487,-0.7609605880889244,-0.26464618441832793,1.1758758837154564,0.0028013000264763,18.201252843547294,0.6976413130760193,0.0101248236465972,Female,Adult,Domestic Cat,call
6.173350578288069,2.966626353825822,-0.4519563317784436,-0.8809653168787392,0.9964885674489653,-0.21576019397820814,-0.7609605880889244,-0.24472011082757336,1.111054556612247,0.0041643674485385,17.834778483858162,0.7180407643318176,0.0173935231477504,Female,Adult,Domestic Cat,call
0.23656400904772726,-0.054575009908413394,0.26694603537874406,-0.520703268099111,1.0269134660848087,0.31478540660211835,0.026137434329778716,0.597882939514529,0.8945399868107475,0.0380339547991752,16.502422102498013,0.7345947027206421,0.040798716964099,Female,Adult,Domestic Cat,growl
